,product,price,quantity,date,region,products
3167,pink morsel,$3.00,598,2018-05-30,west,pink morsel
3192,pink morsel,$3.00,575,2018-05-31,north,pink morsel
3193,pink morsel,$3.00,553,2018-05-31,south,pink morsel
3194,pink morsel,$3.00,512,2018-05-31,east,pink morsel
3195,pink morsel,$3.00,540,2018-05-31,west,pink morsel
3220,pink morsel,$3.00,598,2018-06-01,north,pink morsel
3221,pink morsel,$3.00,541,2018-06-01,south,pink morsel
3222,pink morsel,$3.00,555,2018-06-01,east,pink morsel
3223,pink morsel,$3.00,557,2018-06-01,west,pink morsel
3248,pink morsel,$3.00,584,2018-06-02,north,pink morsel
3249,pink morsel,$3.00,569,2018-06-02,south,pink morsel
3250,pink morsel,$3.00,599,2018-06-02,east,pink morsel
3251,pink morsel,$3.00,556,2018-06-02,west,pink morsel
3276,pink morsel,$3.00,532,2018-06-03,north,pink morsel
3277,pink morsel,$3.00,501,2018-06-03,south,pink morsel
3278,pink morsel,$3.00,526,2018-06-03,east,pink morsel
3279,pink morsel,$3.00,560,2018-06-03,west,pink morsel
3304,pink morsel,$3.00,536,2018-06-04,north,pink morsel
3305,pink morsel,$3.00,561,2018-06-04,south,pink morsel
3306,pink morsel,$3.00,524,2018-06-04,east,pink morsel
3307,pink morsel,$3.00,552,2018-06-04,west,pink morsel
3332,pink morsel,$3.00,571,2018-06-05,north,pink morsel
3333,pink morsel,$3.00,566,2018-06-05,south,pink morsel
3334,pink morsel,$3.00,519,2018-06-05,east,pink morsel
3335,pink morsel,$3.00,594,2018-06-05,west,pink morsel
3360,pink morsel,$3.00,565,2018-06-06,north,pink morsel
3361,pink morsel,$3.00,560,2018-06-06,south,pink morsel
3362,pink morsel,$3.00,587,2018-06-06,east,pink morsel
3363,pink morsel,$3.00,553,2018-06-06,west,pink morsel
3388,pink morsel,$3.00,506,2018-06-07,north,pink morsel
3389,pink morsel,$3.00,524,2018-06-07,south,pink morsel
3390,pink morsel,$3.00,595,2018-06-07,east,pink morsel
3391,pink morsel,$3.00,519,2018-06-07,west,pink morsel
3416,pink morsel,$3.00,573,2018-06-08,north,pink morsel
3417,pink morsel,$3.00,559,2018-06-08,south,pink morsel
3418,pink morsel,$3.00,565,2018-06-08,east,pink morsel
3419,pink morsel,$3.00,534,2018-06-08,west,pink morsel
3444,pink morsel,$3.00,594,2018-06-09,north,pink morsel
3445,pink morsel,$3.00,591,2018-06-09,south,pink morsel
3446,pink morsel,$3.00,552,2018-06-09,east,pink morsel
3447,pink morsel,$3.00,555,2018-06-09,west,pink morsel
3472,pink morsel,$3.00,526,2018-06-10,north,pink morsel
3473,pink morsel,$3.00,547,2018-06-10,south,pink morsel
3474,pink morsel,$3.00,579,2018-06-10,east,pink morsel
3475,pink morsel,$3.00,519,2018-06-10,west,pink morsel
3500,pink morsel,$3.00,596,2018-06-11,north,pink morsel
3501,pink morsel,$3.00,559,2018-06-11,south,pink morsel
3502,pink morsel,$3.00,566,2018-06-11,east,pink morsel
3503,pink morsel,$3.00,576,2018-06-11,west,pink morsel
3528,pink morsel,$3.00,592,2018-06-12,north,pink morsel
3529,pink morsel,$3.00,517,2018-06-12,south,pink morsel
3530,pink morsel,$3.00,516,2018-06-12,east,pink morsel
3531,pink morsel,$3.00,514,2018-06-12,west,pink morsel
3556,pink morsel,$3.00,561,2018-06-13,north,pink morsel
3557,pink morsel,$3.00,561,2018-06-13,south,pink morsel
3558,pink morsel,$3.00,524,2018-06-13,east,pink morsel
3559,pink morsel,$3.00,561,2018-06-13,west,pink morsel
3584,pink morsel,$3.00,587,2018-06-14,north,pink morsel
3585,pink morsel,$3.00,556,2018-06-14,south,pink morsel
3586,pink morsel,$3.00,533,2018-06-14,east,pink morsel
3587,pink morsel,$3.00,531,2018-06-14,west,pink morsel
3612,pink morsel,$3.00,541,2018-06-15,north,pink morsel
3613,pink morsel,$3.00,579,2018-06-15,south,pink morsel
3614,pink morsel,$3.00,531,2018-06-15,east,pink morsel
3615,pink morsel,$3.00,596,2018-06-15,west,pink morsel
3640,pink morsel,$3.00,553,2018-06-16,north,pink morsel
3641,pink morsel,$3.00,547,2018-06-16,south,pink morsel
3642,pink morsel,$3.00,525,2018-06-16,east,pink morsel
3643,pink morsel,$3.00,537,2018-06-16,west,pink morsel
3668,pink morsel,$3.00,533,2018-06-17,north,pink morsel
3669,pink morsel,$3.00,510,2018-06-17,south,pink morsel
3670,pink morsel,$3.00,536,2018-06-17,east,pink morsel
3671,pink morsel,$3.00,542,2018-06-17,west,pink morsel
3696,pink morsel,$3.00,510,2018-06-18,north,pink morsel
3697,pink morsel,$3.00,569,2018-06-18,south,pink morsel
3698,pink morsel,$3.00,537,2018-06-18,east,pink morsel
3699,pink morsel,$3.00,545,2018-06-18,west,pink morsel
3724,pink morsel,$3.00,531,2018-06-19,north,pink morsel
3725,pink morsel,$3.00,583,2018-06-19,south,pink morsel
3726,pink morsel,$3.00,541,2018-06-19,east,pink morsel
3727,pink morsel,$3.00,536,2018-06-19,west,pink morsel
3752,pink morsel,$3.00,555,2018-06-20,north,pink morsel
3753,pink morsel,$3.00,553,2018-06-20,south,pink morsel
3754,pink morsel,$3.00,578,2018-06-20,east,pink morsel
3755,pink morsel,$3.00,519,2018-06-20,west,pink morsel
3780,pink morsel,$3.00,599,2018-06-21,north,pink morsel
3781,pink morsel,$3.00,529,2018-06-21,south,pink morsel
3782,pink morsel,$3.00,519,2018-06-21,east,pink morsel
3783,pink morsel,$3.00,514,2018-06-21,west,pink morsel
3808,pink morsel,$3.00,581,2018-06-22,north,pink morsel
3809,pink morsel,$3.00,599,2018-06-22,south,pink morsel
3810,pink morsel,$3.00,562,2018-06-22,east,pink morsel
3811,pink morsel,$3.00,561,2018-06-22,west,pink morsel
3836,pink morsel,$3.00,597,2018-06-23,north,pink morsel
3837,pink morsel,$3.00,518,2018-06-23,south,pink morsel
3838,pink morsel,$3.00,565,2018-06-23,east,pink morsel
3839,pink morsel,$3.00,522,2018-06-23,west,pink morsel
3864,pink morsel,$3.00,521,2018-06-24,north,pink morsel
3865,pink morsel,$3.00,541,2018-06-24,south,pink morsel
3866,pink morsel,$3.00,510,2018-06-24,east,pink morsel
3867,pink morsel,$3.00,554,2018-06-24,west,pink morsel
3892,pink morsel,$3.00,550,2018-06-25,north,pink morsel
3893,pink morsel,$3.00,534,2018-06-25,south,pink morsel
3894,pink morsel,$3.00,516,2018-06-25,east,pink morsel
3895,pink morsel,$3.00,541,2018-06-25,west,pink morsel
3920,pink morsel,$3.00,576,2018-06-26,north,pink morsel
3921,pink morsel,$3.00,511,2018-06-26,south,pink morsel
3922,pink morsel,$3.00,501,2018-06-26,east,pink morsel
3923,pink morsel,$3.00,543,2018-06-26,west,pink morsel
3948,pink morsel,$3.00,527,2018-06-27,north,pink morsel
3949,pink morsel,$3.00,553,2018-06-27,south,pink morsel
3950,pink morsel,$3.00,569,2018-06-27,east,pink morsel
3951,pink morsel,$3.00,555,2018-06-27,west,pink morsel
3976,pink morsel,$3.00,521,2018-06-28,north,pink morsel
3977,pink morsel,$3.00,546,2018-06-28,south,pink morsel
3978,pink morsel,$3.00,564,2018-06-28,east,pink morsel
3979,pink morsel,$3.00,501,2018-06-28,west,pink morsel
4004,pink morsel,$3.00,562,2018-06-29,north,pink morsel
4005,pink morsel,$3.00,588,2018-06-29,south,pink morsel
4006,pink morsel,$3.00,543,2018-06-29,east,pink morsel
4007,pink morsel,$3.00,593,2018-06-29,west,pink morsel
4032,pink morsel,$3.00,518,2018-06-30,north,pink morsel
4033,pink morsel,$3.00,551,2018-06-30,south,pink morsel
4034,pink morsel,$3.00,505,2018-06-30,east,pink morsel
4035,pink morsel,$3.00,519,2018-06-30,west,pink morsel
4060,pink morsel,$3.00,582,2018-07-01,north,pink morsel
4061,pink morsel,$3.00,557,2018-07-01,south,pink morsel
4062,pink morsel,$3.00,572,2018-07-01,east,pink morsel
4063,pink morsel,$3.00,518,2018-07-01,west,pink morsel
4088,pink morsel,$3.00,565,2018-07-02,north,pink morsel
4089,pink morsel,$3.00,537,2018-07-02,south,pink morsel
4090,pink morsel,$3.00,560,2018-07-02,east,pink morsel
4091,pink morsel,$3.00,557,2018-07-02,west,pink morsel
4116,pink morsel,$3.00,548,2018-07-03,north,pink morsel
4117,pink morsel,$3.00,546,2018-07-03,south,pink morsel
4118,pink morsel,$3.00,541,2018-07-03,east,pink morsel
4119,pink morsel,$3.00,505,2018-07-03,west,pink morsel
4144,pink morsel,$3.00,581,2018-07-04,north,pink morsel
4145,pink morsel,$3.00,529,2018-07-04,south,pink morsel
4146,pink morsel,$3.00,588,2018-07-04,east,pink morsel
4147,pink morsel,$3.00,524,2018-07-04,west,pink morsel
4172,pink morsel,$3.00,584,2018-07-05,north,pink morsel
4173,pink morsel,$3.00,549,2018-07-05,south,pink morsel
4174,pink morsel,$3.00,525,2018-07-05,east,pink morsel
4175,pink morsel,$3.00,500,2018-07-05,west,pink morsel
4200,pink morsel,$3.00,581,2018-07-06,north,pink morsel
4201,pink morsel,$3.00,522,2018-07-06,south,pink morsel
4202,pink morsel,$3.00,586,2018-07-06,east,pink morsel
4203,pink morsel,$3.00,563,2018-07-06,west,pink morsel
4228,pink morsel,$3.00,592,2018-07-07,north,pink morsel
4229,pink morsel,$3.00,590,2018-07-07,south,pink morsel
4230,pink morsel,$3.00,565,2018-07-07,east,pink morsel
4231,pink morsel,$3.00,522,2018-07-07,west,pink morsel
4256,pink morsel,$3.00,541,2018-07-08,north,pink morsel
4257,pink morsel,$3.00,592,2018-07-08,south,pink morsel
4258,pink morsel,$3.00,505,2018-07-08,east,pink morsel
4259,pink morsel,$3.00,587,2018-07-08,west,pink morsel
4284,pink morsel,$3.00,541,2018-07-09,north,pink morsel
4285,pink morsel,$3.00,596,2018-07-09,south,pink morsel
4286,pink morsel,$3.00,514,2018-07-09,east,pink morsel
4287,pink morsel,$3.00,505,2018-07-09,west,pink morsel
4312,pink morsel,$3.00,598,2018-07-10,north,pink morsel
4313,pink morsel,$3.00,598,2018-07-10,south,pink morsel
4314,pink morsel,$3.00,585,2018-07-10,east,pink morsel
4315,pink morsel,$3.00,587,2018-07-10,west,pink morsel
4340,pink morsel,$3.00,535,2018-07-11,north,pink morsel
4341,pink morsel,$3.00,523,2018-07-11,south,pink morsel
4342,pink morsel,$3.00,546,2018-07-11,east,pink morsel
4343,pink morsel,$3.00,559,2018-07-11,west,pink morsel
4368,pink morsel,$3.00,531,2018-07-12,north,pink morsel
4369,pink morsel,$3.00,500,2018-07-12,south,pink morsel
4370,pink morsel,$3.00,513,2018-07-12,east,pink morsel
4371,pink morsel,$3.00,573,2018-07-12,west,pink morsel
4396,pink morsel,$3.00,583,2018-07-13,north,pink morsel
4397,pink morsel,$3.00,532,2018-07-13,south,pink morsel
4398,pink morsel,$3.00,560,2018-07-13,east,pink morsel
4399,pink morsel,$3.00,503,2018-07-13,west,pink morsel
4424,pink morsel,$3.00,500,2018-07-14,north,pink morsel
4425,pink morsel,$3.00,551,2018-07-14,south,pink morsel
4426,pink morsel,$3.00,540,2018-07-14,east,pink morsel
4427,pink morsel,$3.00,525,2018-07-14,west,pink morsel
4452,pink morsel,$3.00,579,2018-07-15,north,pink morsel
4453,pink morsel,$3.00,571,2018-07-15,south,pink morsel
4454,pink morsel,$3.00,566,2018-07-15,east,pink morsel
4455,pink morsel,$3.00,513,2018-07-15,west,pink morsel
4480,pink morsel,$3.00,591,2018-07-16,north,pink morsel
4481,pink morsel,$3.00,569,2018-07-16,south,pink morsel
4482,pink morsel,$3.00,518,2018-07-16,east,pink morsel
4483,pink morsel,$3.00,505,2018-07-16,west,pink morsel
4508,pink morsel,$3.00,517,2018-07-17,north,pink morsel
4509,pink morsel,$3.00,522,2018-07-17,south,pink morsel
4510,pink morsel,$3.00,596,2018-07-17,east,pink morsel
4511,pink morsel,$3.00,538,2018-07-17,west,pink morsel
4536,pink morsel,$3.00,568,2018-07-18,north,pink morsel
4537,pink morsel,$3.00,552,2018-07-18,south,pink morsel
4538,pink morsel,$3.00,510,2018-07-18,east,pink morsel
4539,pink morsel,$3.00,553,2018-07-18,west,pink morsel
4564,pink morsel,$3.00,540,2018-07-19,north,pink morsel
4565,pink morsel,$3.00,575,2018-07-19,south,pink morsel
4566,pink morsel,$3.00,568,2018-07-19,east,pink morsel
4567,pink morsel,$3.00,509,2018-07-19,west,pink morsel
4592,pink morsel,$3.00,577,2018-07-20,north,pink morsel
4593,pink morsel,$3.00,587,2018-07-20,south,pink morsel
4594,pink morsel,$3.00,548,2018-07-20,east,pink morsel
4595,pink morsel,$3.00,551,2018-07-20,west,pink morsel
4620,pink morsel,$3.00,575,2018-07-21,north,pink morsel
4621,pink morsel,$3.00,566,2018-07-21,south,pink morsel
4622,pink morsel,$3.00,554,2018-07-21,east,pink morsel
4623,pink morsel,$3.00,552,2018-07-21,west,pink morsel
4648,pink morsel,$3.00,536,2018-07-22,north,pink morsel
4649,pink morsel,$3.00,591,2018-07-22,south,pink morsel
4650,pink morsel,$3.00,553,2018-07-22,east,pink morsel
4651,pink morsel,$3.00,549,2018-07-22,west,pink morsel
4676,pink morsel,$3.00,546,2018-07-23,north,pink morsel
4677,pink morsel,$3.00,541,2018-07-23,south,pink morsel
4678,pink morsel,$3.00,573,2018-07-23,east,pink morsel
4679,pink morsel,$3.00,543,2018-07-23,west,pink morsel
4704,pink morsel,$3.00,567,2018-07-24,north,pink morsel
4705,pink morsel,$3.00,575,2018-07-24,south,pink morsel
4706,pink morsel,$3.00,584,2018-07-24,east,pink morsel
4707,pink morsel,$3.00,519,2018-07-24,west,pink morsel
4732,pink morsel,$3.00,500,2018-07-25,north,pink morsel
4733,pink morsel,$3.00,569,2018-07-25,south,pink morsel
4734,pink morsel,$3.00,511,2018-07-25,east,pink morsel
4735,pink morsel,$3.00,579,2018-07-25,west,pink morsel
4760,pink morsel,$3.00,535,2018-07-26,north,pink morsel
4761,pink morsel,$3.00,589,2018-07-26,south,pink morsel
4762,pink morsel,$3.00,517,2018-07-26,east,pink morsel
4763,pink morsel,$3.00,507,2018-07-26,west,pink morsel
4788,pink morsel,$3.00,553,2018-07-27,north,pink morsel
4789,pink morsel,$3.00,537,2018-07-27,south,pink morsel
4790,pink morsel,$3.00,565,2018-07-27,east,pink morsel
4791,pink morsel,$3.00,544,2018-07-27,west,pink morsel
4816,pink morsel,$3.00,505,2018-07-28,north,pink morsel
4817,pink morsel,$3.00,528,2018-07-28,south,pink morsel
4818,pink morsel,$3.00,532,2018-07-28,east,pink morsel
4819,pink morsel,$3.00,581,2018-07-28,west,pink morsel
4844,pink morsel,$3.00,597,2018-07-29,north,pink morsel
4845,pink morsel,$3.00,533,2018-07-29,south,pink morsel
4846,pink morsel,$3.00,583,2018-07-29,east,pink morsel
4847,pink morsel,$3.00,585,2018-07-29,west,pink morsel
4872,pink morsel,$3.00,585,2018-07-30,north,pink morsel
4873,pink morsel,$3.00,554,2018-07-30,south,pink morsel
4874,pink morsel,$3.00,503,2018-07-30,east,pink morsel
4875,pink morsel,$3.00,592,2018-07-30,west,pink morsel
4900,pink morsel,$3.00,565,2018-07-31,north,pink morsel
4901,pink morsel,$3.00,569,2018-07-31,south,pink morsel
4902,pink morsel,$3.00,516,2018-07-31,east,pink morsel
4903,pink morsel,$3.00,526,2018-07-31,west,pink morsel
4928,pink morsel,$3.00,521,2018-08-01,north,pink morsel
4929,pink morsel,$3.00,558,2018-08-01,south,pink morsel
4930,pink morsel,$3.00,518,2018-08-01,east,pink morsel
4931,pink morsel,$3.00,555,2018-08-01,west,pink morsel
4956,pink morsel,$3.00,509,2018-08-02,north,pink morsel
4957,pink morsel,$3.00,539,2018-08-02,south,pink morsel
4958,pink morsel,$3.00,516,2018-08-02,east,pink morsel
4959,pink morsel,$3.00,557,2018-08-02,west,pink morsel
4984,pink morsel,$3.00,556,2018-08-03,north,pink morsel
4985,pink morsel,$3.00,557,2018-08-03,south,pink morsel
4986,pink morsel,$3.00,573,2018-08-03,east,pink morsel
4987,pink morsel,$3.00,556,2018-08-03,west,pink morsel
5012,pink morsel,$3.00,512,2018-08-04,north,pink morsel
5013,pink morsel,$3.00,578,2018-08-04,south,pink morsel
5014,pink morsel,$3.00,581,2018-08-04,east,pink morsel
5015,pink morsel,$3.00,592,2018-08-04,west,pink morsel
5040,pink morsel,$3.00,550,2018-08-05,north,pink morsel
5041,pink morsel,$3.00,533,2018-08-05,south,pink morsel
5042,pink morsel,$3.00,538,2018-08-05,east,pink morsel
5043,pink morsel,$3.00,591,2018-08-05,west,pink morsel
5068,pink morsel,$3.00,537,2018-08-06,north,pink morsel
5069,pink morsel,$3.00,535,2018-08-06,south,pink morsel
5070,pink morsel,$3.00,518,2018-08-06,east,pink morsel
5071,pink morsel,$3.00,596,2018-08-06,west,pink morsel
5096,pink morsel,$3.00,522,2018-08-07,north,pink morsel
5097,pink morsel,$3.00,520,2018-08-07,south,pink morsel
5098,pink morsel,$3.00,517,2018-08-07,east,pink morsel
5099,pink morsel,$3.00,542,2018-08-07,west,pink morsel
5124,pink morsel,$3.00,555,2018-08-08,north,pink morsel
5125,pink morsel,$3.00,513,2018-08-08,south,pink morsel
5126,pink morsel,$3.00,502,2018-08-08,east,pink morsel
5127,pink morsel,$3.00,539,2018-08-08,west,pink morsel
5152,pink morsel,$3.00,599,2018-08-09,north,pink morsel
5153,pink morsel,$3.00,598,2018-08-09,south,pink morsel
5154,pink morsel,$3.00,540,2018-08-09,east,pink morsel
5155,pink morsel,$3.00,561,2018-08-09,west,pink morsel
5180,pink morsel,$3.00,540,2018-08-10,north,pink morsel
5181,pink morsel,$3.00,518,2018-08-10,south,pink morsel
5182,pink morsel,$3.00,567,2018-08-10,east,pink morsel
5183,pink morsel,$3.00,595,2018-08-10,west,pink morsel
5208,pink morsel,$3.00,563,2018-08-11,north,pink morsel
5209,pink morsel,$3.00,550,2018-08-11,south,pink morsel
5210,pink morsel,$3.00,511,2018-08-11,east,pink morsel
5211,pink morsel,$3.00,529,2018-08-11,west,pink morsel
5236,pink morsel,$3.00,503,2018-08-12,north,pink morsel
5237,pink morsel,$3.00,581,2018-08-12,south,pink morsel
5238,pink morsel,$3.00,573,2018-08-12,east,pink morsel
5239,pink morsel,$3.00,581,2018-08-12,west,pink morsel
5264,pink morsel,$3.00,567,2018-08-13,north,pink morsel
5265,pink morsel,$3.00,543,2018-08-13,south,pink morsel
5266,pink morsel,$3.00,546,2018-08-13,east,pink morsel
5267,pink morsel,$3.00,537,2018-08-13,west,pink morsel
5292,pink morsel,$3.00,541,2018-08-14,north,pink morsel
5293,pink morsel,$3.00,545,2018-08-14,south,pink morsel
5294,pink morsel,$3.00,572,2018-08-14,east,pink morsel
5295,pink morsel,$3.00,569,2018-08-14,west,pink morsel
5320,pink morsel,$3.00,534,2018-08-15,north,pink morsel
5321,pink morsel,$3.00,514,2018-08-15,south,pink morsel
5322,pink morsel,$3.00,600,2018-08-15,east,pink morsel
5323,pink morsel,$3.00,578,2018-08-15,west,pink morsel
5348,pink morsel,$3.00,596,2018-08-16,north,pink morsel
5349,pink morsel,$3.00,538,2018-08-16,south,pink morsel
5350,pink morsel,$3.00,581,2018-08-16,east,pink morsel
5351,pink morsel,$3.00,590,2018-08-16,west,pink morsel
5376,pink morsel,$3.00,592,2018-08-17,north,pink morsel
5377,pink morsel,$3.00,571,2018-08-17,south,pink morsel
5378,pink morsel,$3.00,541,2018-08-17,east,pink morsel
5379,pink morsel,$3.00,584,2018-08-17,west,pink morsel
5404,pink morsel,$3.00,509,2018-08-18,north,pink morsel
5405,pink morsel,$3.00,592,2018-08-18,south,pink morsel
5406,pink morsel,$3.00,563,2018-08-18,east,pink morsel
5407,pink morsel,$3.00,571,2018-08-18,west,pink morsel
5432,pink morsel,$3.00,503,2018-08-19,north,pink morsel
5433,pink morsel,$3.00,525,2018-08-19,south,pink morsel
5434,pink morsel,$3.00,567,2018-08-19,east,pink morsel
5435,pink morsel,$3.00,525,2018-08-19,west,pink morsel
5460,pink morsel,$3.00,527,2018-08-20,north,pink morsel
5461,pink morsel,$3.00,593,2018-08-20,south,pink morsel
5462,pink morsel,$3.00,554,2018-08-20,east,pink morsel
5463,pink morsel,$3.00,502,2018-08-20,west,pink morsel
5488,pink morsel,$3.00,598,2018-08-21,north,pink morsel
5489,pink morsel,$3.00,553,2018-08-21,south,pink morsel
5490,pink morsel,$3.00,548,2018-08-21,east,pink morsel
5491,pink morsel,$3.00,569,2018-08-21,west,pink morsel
5516,pink morsel,$3.00,568,2018-08-22,north,pink morsel
5517,pink morsel,$3.00,500,2018-08-22,south,pink morsel
5518,pink morsel,$3.00,513,2018-08-22,east,pink morsel
5519,pink morsel,$3.00,600,2018-08-22,west,pink morsel
5544,pink morsel,$3.00,519,2018-08-23,north,pink morsel
5545,pink morsel,$3.00,518,2018-08-23,south,pink morsel
5546,pink morsel,$3.00,596,2018-08-23,east,pink morsel
5547,pink morsel,$3.00,521,2018-08-23,west,pink morsel
5572,pink morsel,$3.00,516,2018-08-24,north,pink morsel
5573,pink morsel,$3.00,520,2018-08-24,south,pink morsel
5574,pink morsel,$3.00,578,2018-08-24,east,pink morsel
5575,pink morsel,$3.00,548,2018-08-24,west,pink morsel
5600,pink morsel,$3.00,543,2018-08-25,north,pink morsel
5601,pink morsel,$3.00,559,2018-08-25,south,pink morsel
5602,pink morsel,$3.00,588,2018-08-25,east,pink morsel
5603,pink morsel,$3.00,505,2018-08-25,west,pink morsel
5628,pink morsel,$3.00,514,2018-08-26,north,pink morsel
5629,pink morsel,$3.00,515,2018-08-26,south,pink morsel
5630,pink morsel,$3.00,556,2018-08-26,east,pink morsel
5631,pink morsel,$3.00,528,2018-08-26,west,pink morsel
5656,pink morsel,$3.00,535,2018-08-27,north,pink morsel
5657,pink morsel,$3.00,580,2018-08-27,south,pink morsel
5658,pink morsel,$3.00,534,2018-08-27,east,pink morsel
5659,pink morsel,$3.00,503,2018-08-27,west,pink morsel
5684,pink morsel,$3.00,522,2018-08-28,north,pink morsel
5685,pink morsel,$3.00,560,2018-08-28,south,pink morsel
5686,pink morsel,$3.00,552,2018-08-28,east,pink morsel
5687,pink morsel,$3.00,574,2018-08-28,west,pink morsel
5712,pink morsel,$3.00,554,2018-08-29,north,pink morsel
5713,pink morsel,$3.00,598,2018-08-29,south,pink morsel
5714,pink morsel,$3.00,578,2018-08-29,east,pink morsel
5715,pink morsel,$3.00,549,2018-08-29,west,pink morsel
5740,pink morsel,$3.00,545,2018-08-30,north,pink morsel
5741,pink morsel,$3.00,581,2018-08-30,south,pink morsel
5742,pink morsel,$3.00,555,2018-08-30,east,pink morsel
5743,pink morsel,$3.00,590,2018-08-30,west,pink morsel
5768,pink morsel,$3.00,583,2018-08-31,north,pink morsel
5769,pink morsel,$3.00,565,2018-08-31,south,pink morsel
5770,pink morsel,$3.00,548,2018-08-31,east,pink morsel
5771,pink morsel,$3.00,534,2018-08-31,west,pink morsel
5796,pink morsel,$3.00,520,2018-09-01,north,pink morsel
5797,pink morsel,$3.00,500,2018-09-01,south,pink morsel
5798,pink morsel,$3.00,573,2018-09-01,east,pink morsel
5799,pink morsel,$3.00,519,2018-09-01,west,pink morsel
5824,pink morsel,$3.00,509,2018-09-02,north,pink morsel
5825,pink morsel,$3.00,551,2018-09-02,south,pink morsel
5826,pink morsel,$3.00,502,2018-09-02,east,pink morsel
5827,pink morsel,$3.00,525,2018-09-02,west,pink morsel
5852,pink morsel,$3.00,583,2018-09-03,north,pink morsel
5853,pink morsel,$3.00,590,2018-09-03,south,pink morsel
5854,pink morsel,$3.00,558,2018-09-03,east,pink morsel
5855,pink morsel,$3.00,550,2018-09-03,west,pink morsel
5880,pink morsel,$3.00,598,2018-09-04,north,pink morsel
5881,pink morsel,$3.00,503,2018-09-04,south,pink morsel
5882,pink morsel,$3.00,595,2018-09-04,east,pink morsel
5883,pink morsel,$3.00,513,2018-09-04,west,pink morsel
5908,pink morsel,$3.00,577,2018-09-05,north,pink morsel
5909,pink morsel,$3.00,539,2018-09-05,south,pink morsel
5910,pink morsel,$3.00,552,2018-09-05,east,pink morsel
5911,pink morsel,$3.00,533,2018-09-05,west,pink morsel
5936,pink morsel,$3.00,571,2018-09-06,north,pink morsel
5937,pink morsel,$3.00,502,2018-09-06,south,pink morsel
5938,pink morsel,$3.00,586,2018-09-06,east,pink morsel
5939,pink morsel,$3.00,550,2018-09-06,west,pink morsel
5964,pink morsel,$3.00,597,2018-09-07,north,pink morsel
5965,pink morsel,$3.00,541,2018-09-07,south,pink morsel
5966,pink morsel,$3.00,592,2018-09-07,east,pink morsel
5967,pink morsel,$3.00,551,2018-09-07,west,pink morsel
5992,pink morsel,$3.00,553,2018-09-08,north,pink morsel
5993,pink morsel,$3.00,585,2018-09-08,south,pink morsel
5994,pink morsel,$3.00,511,2018-09-08,east,pink morsel
5995,pink morsel,$3.00,519,2018-09-08,west,pink morsel
6020,pink morsel,$3.00,509,2018-09-09,north,pink morsel
6021,pink morsel,$3.00,538,2018-09-09,south,pink morsel
6022,pink morsel,$3.00,546,2018-09-09,east,pink morsel
6023,pink morsel,$3.00,568,2018-09-09,west,pink morsel
6048,pink morsel,$3.00,550,2018-09-10,north,pink morsel
6049,pink morsel,$3.00,552,2018-09-10,south,pink morsel
6050,pink morsel,$3.00,594,2018-09-10,east,pink morsel
6051,pink morsel,$3.00,509,2018-09-10,west,pink morsel
6076,pink morsel,$3.00,526,2018-09-11,north,pink morsel
6077,pink morsel,$3.00,589,2018-09-11,south,pink morsel
6078,pink morsel,$3.00,583,2018-09-11,east,pink morsel
6079,pink morsel,$3.00,508,2018-09-11,west,pink morsel
6104,pink morsel,$3.00,573,2018-09-12,north,pink morsel
6105,pink morsel,$3.00,565,2018-09-12,south,pink morsel
6106,pink morsel,$3.00,580,2018-09-12,east,pink morsel
6107,pink morsel,$3.00,511,2018-09-12,west,pink morsel
6132,pink morsel,$3.00,551,2018-09-13,north,pink morsel
6133,pink morsel,$3.00,520,2018-09-13,south,pink morsel
6134,pink morsel,$3.00,559,2018-09-13,east,pink morsel
6135,pink morsel,$3.00,513,2018-09-13,west,pink morsel
6160,pink morsel,$3.00,571,2018-09-14,north,pink morsel
6161,pink morsel,$3.00,518,2018-09-14,south,pink morsel
6162,pink morsel,$3.00,581,2018-09-14,east,pink morsel
6163,pink morsel,$3.00,567,2018-09-14,west,pink morsel
6188,pink morsel,$3.00,529,2018-09-15,north,pink morsel
6189,pink morsel,$3.00,504,2018-09-15,south,pink morsel
6190,pink morsel,$3.00,566,2018-09-15,east,pink morsel
6191,pink morsel,$3.00,582,2018-09-15,west,pink morsel
6216,pink morsel,$3.00,518,2018-09-16,north,pink morsel
6217,pink morsel,$3.00,518,2018-09-16,south,pink morsel
6218,pink morsel,$3.00,594,2018-09-16,east,pink morsel
6219,pink morsel,$3.00,594,2018-09-16,west,pink morsel
6244,pink morsel,$3.00,588,2018-09-17,north,pink morsel
6245,pink morsel,$3.00,540,2018-09-17,south,pink morsel
6246,pink morsel,$3.00,515,2018-09-17,east,pink morsel
6247,pink morsel,$3.00,574,2018-09-17,west,pink morsel
6272,pink morsel,$3.00,501,2018-09-18,north,pink morsel
6273,pink morsel,$3.00,510,2018-09-18,south,pink morsel
6274,pink morsel,$3.00,579,2018-09-18,east,pink morsel
6275,pink morsel,$3.00,564,2018-09-18,west,pink morsel
6300,pink morsel,$3.00,514,2018-09-19,north,pink morsel
6301,pink morsel,$3.00,586,2018-09-19,south,pink morsel
6302,pink morsel,$3.00,593,2018-09-19,east,pink morsel
6303,pink morsel,$3.00,531,2018-09-19,west,pink morsel
6328,pink morsel,$3.00,562,2018-09-20,north,pink morsel
6329,pink morsel,$3.00,583,2018-09-20,south,pink morsel
