,product,price,quantity,date,region,products
3167,pink morsel,$5.00,448,2021-02-03,west,pink morsel
3192,pink morsel,$5.00,476,2021-02-04,north,pink morsel
3193,pink morsel,$5.00,461,2021-02-04,south,pink morsel
3194,pink morsel,$5.00,460,2021-02-04,east,pink morsel
3195,pink morsel,$5.00,424,2021-02-04,west,pink morsel
3220,pink morsel,$5.00,437,2021-02-05,north,pink morsel
3221,pink morsel,$5.00,459,2021-02-05,south,pink morsel
3222,pink morsel,$5.00,443,2021-02-05,east,pink morsel
3223,pink morsel,$5.00,410,2021-02-05,west,pink morsel
3248,pink morsel,$5.00,445,2021-02-06,north,pink morsel
3249,pink morsel,$5.00,481,2021-02-06,south,pink morsel
3250,pink morsel,$5.00,419,2021-02-06,east,pink morsel
3251,pink morsel,$5.00,440,2021-02-06,west,pink morsel
3276,pink morsel,$5.00,414,2021-02-07,north,pink morsel
3277,pink morsel,$5.00,413,2021-02-07,south,pink morsel
3278,pink morsel,$5.00,416,2021-02-07,east,pink morsel
3279,pink morsel,$5.00,402,2021-02-07,west,pink morsel
3304,pink morsel,$5.00,479,2021-02-08,north,pink morsel
3305,pink morsel,$5.00,469,2021-02-08,south,pink morsel
3306,pink morsel,$5.00,417,2021-02-08,east,pink morsel
3307,pink morsel,$5.00,450,2021-02-08,west,pink morsel
3332,pink morsel,$5.00,409,2021-02-09,north,pink morsel
3333,pink morsel,$5.00,469,2021-02-09,south,pink morsel
3334,pink morsel,$5.00,491,2021-02-09,east,pink morsel
3335,pink morsel,$5.00,452,2021-02-09,west,pink morsel
3360,pink morsel,$5.00,426,2021-02-10,north,pink morsel
3361,pink morsel,$5.00,407,2021-02-10,south,pink morsel
3362,pink morsel,$5.00,409,2021-02-10,east,pink morsel
3363,pink morsel,$5.00,429,2021-02-10,west,pink morsel
3388,pink morsel,$5.00,464,2021-02-11,north,pink morsel
3389,pink morsel,$5.00,470,2021-02-11,south,pink morsel
3390,pink morsel,$5.00,417,2021-02-11,east,pink morsel
3391,pink morsel,$5.00,432,2021-02-11,west,pink morsel
3416,pink morsel,$5.00,475,2021-02-12,north,pink morsel
3417,pink morsel,$5.00,446,2021-02-12,south,pink morsel
3418,pink morsel,$5.00,446,2021-02-12,east,pink morsel
3419,pink morsel,$5.00,426,2021-02-12,west,pink morsel
3444,pink morsel,$5.00,485,2021-02-13,north,pink morsel
3445,pink morsel,$5.00,493,2021-02-13,south,pink morsel
3446,pink morsel,$5.00,421,2021-02-13,east,pink morsel
3447,pink morsel,$5.00,497,2021-02-13,west,pink morsel
3472,pink morsel,$5.00,468,2021-02-14,north,pink morsel
3473,pink morsel,$5.00,448,2021-02-14,south,pink morsel
3474,pink morsel,$5.00,457,2021-02-14,east,pink morsel
3475,pink morsel,$5.00,475,2021-02-14,west,pink morsel
3500,pink morsel,$5.00,422,2021-02-15,north,pink morsel
3501,pink morsel,$5.00,465,2021-02-15,south,pink morsel
3502,pink morsel,$5.00,453,2021-02-15,east,pink morsel
3503,pink morsel,$5.00,435,2021-02-15,west,pink morsel
3528,pink morsel,$5.00,459,2021-02-16,north,pink morsel
3529,pink morsel,$5.00,450,2021-02-16,south,pink morsel
3530,pink morsel,$5.00,436,2021-02-16,east,pink morsel
3531,pink morsel,$5.00,493,2021-02-16,west,pink morsel
3556,pink morsel,$5.00,476,2021-02-17,north,pink morsel
3557,pink morsel,$5.00,426,2021-02-17,south,pink morsel
3558,pink morsel,$5.00,470,2021-02-17,east,pink morsel
3559,pink morsel,$5.00,494,2021-02-17,west,pink morsel
3584,pink morsel,$5.00,401,2021-02-18,north,pink morsel
3585,pink morsel,$5.00,425,2021-02-18,south,pink morsel
3586,pink morsel,$5.00,496,2021-02-18,east,pink morsel
3587,pink morsel,$5.00,448,2021-02-18,west,pink morsel
3612,pink morsel,$5.00,425,2021-02-19,north,pink morsel
3613,pink morsel,$5.00,485,2021-02-19,south,pink morsel
3614,pink morsel,$5.00,410,2021-02-19,east,pink morsel
3615,pink morsel,$5.00,409,2021-02-19,west,pink morsel
3640,pink morsel,$5.00,452,2021-02-20,north,pink morsel
3641,pink morsel,$5.00,421,2021-02-20,south,pink morsel
3642,pink morsel,$5.00,484,2021-02-20,east,pink morsel
3643,pink morsel,$5.00,480,2021-02-20,west,pink morsel
3668,pink morsel,$5.00,469,2021-02-21,north,pink morsel
3669,pink morsel,$5.00,408,2021-02-21,south,pink morsel
3670,pink morsel,$5.00,434,2021-02-21,east,pink morsel
3671,pink morsel,$5.00,489,2021-02-21,west,pink morsel
3696,pink morsel,$5.00,429,2021-02-22,north,pink morsel
3697,pink morsel,$5.00,410,2021-02-22,south,pink morsel
3698,pink morsel,$5.00,440,2021-02-22,east,pink morsel
3699,pink morsel,$5.00,428,2021-02-22,west,pink morsel
3724,pink morsel,$5.00,498,2021-02-23,north,pink morsel
3725,pink morsel,$5.00,474,2021-02-23,south,pink morsel
3726,pink morsel,$5.00,411,2021-02-23,east,pink morsel
3727,pink morsel,$5.00,476,2021-02-23,west,pink morsel
3752,pink morsel,$5.00,466,2021-02-24,north,pink morsel
3753,pink morsel,$5.00,484,2021-02-24,south,pink morsel
3754,pink morsel,$5.00,447,2021-02-24,east,pink morsel
3755,pink morsel,$5.00,409,2021-02-24,west,pink morsel
3780,pink morsel,$5.00,441,2021-02-25,north,pink morsel
3781,pink morsel,$5.00,413,2021-02-25,south,pink morsel
3782,pink morsel,$5.00,460,2021-02-25,east,pink morsel
3783,pink morsel,$5.00,407,2021-02-25,west,pink morsel
3808,pink morsel,$5.00,491,2021-02-26,north,pink morsel
3809,pink morsel,$5.00,470,2021-02-26,south,pink morsel
3810,pink morsel,$5.00,454,2021-02-26,east,pink morsel
3811,pink morsel,$5.00,463,2021-02-26,west,pink morsel
3836,pink morsel,$5.00,400,2021-02-27,north,pink morsel
3837,pink morsel,$5.00,461,2021-02-27,south,pink morsel
3838,pink morsel,$5.00,430,2021-02-27,east,pink morsel
3839,pink morsel,$5.00,461,2021-02-27,west,pink morsel
3864,pink morsel,$5.00,429,2021-02-28,north,pink morsel
3865,pink morsel,$5.00,431,2021-02-28,south,pink morsel
3866,pink morsel,$5.00,458,2021-02-28,east,pink morsel
3867,pink morsel,$5.00,431,2021-02-28,west,pink morsel
3892,pink morsel,$5.00,472,2021-03-01,north,pink morsel
3893,pink morsel,$5.00,486,2021-03-01,south,pink morsel
3894,pink morsel,$5.00,437,2021-03-01,east,pink morsel
3895,pink morsel,$5.00,449,2021-03-01,west,pink morsel
3920,pink morsel,$5.00,474,2021-03-02,north,pink morsel
3921,pink morsel,$5.00,460,2021-03-02,south,pink morsel
3922,pink morsel,$5.00,443,2021-03-02,east,pink morsel
3923,pink morsel,$5.00,445,2021-03-02,west,pink morsel
3948,pink morsel,$5.00,481,2021-03-03,north,pink morsel
3949,pink morsel,$5.00,400,2021-03-03,south,pink morsel
3950,pink morsel,$5.00,405,2021-03-03,east,pink morsel
3951,pink morsel,$5.00,476,2021-03-03,west,pink morsel
3976,pink morsel,$5.00,478,2021-03-04,north,pink morsel
3977,pink morsel,$5.00,467,2021-03-04,south,pink morsel
3978,pink morsel,$5.00,441,2021-03-04,east,pink morsel
3979,pink morsel,$5.00,407,2021-03-04,west,pink morsel
4004,pink morsel,$5.00,416,2021-03-05,north,pink morsel
4005,pink morsel,$5.00,468,2021-03-05,south,pink morsel
4006,pink morsel,$5.00,409,2021-03-05,east,pink morsel
4007,pink morsel,$5.00,401,2021-03-05,west,pink morsel
4032,pink morsel,$5.00,415,2021-03-06,north,pink morsel
4033,pink morsel,$5.00,438,2021-03-06,south,pink morsel
4034,pink morsel,$5.00,461,2021-03-06,east,pink morsel
4035,pink morsel,$5.00,438,2021-03-06,west,pink morsel
4060,pink morsel,$5.00,444,2021-03-07,north,pink morsel
4061,pink morsel,$5.00,405,2021-03-07,south,pink morsel
4062,pink morsel,$5.00,470,2021-03-07,east,pink morsel
4063,pink morsel,$5.00,485,2021-03-07,west,pink morsel
4088,pink morsel,$5.00,434,2021-03-08,north,pink morsel
4089,pink morsel,$5.00,419,2021-03-08,south,pink morsel
4090,pink morsel,$5.00,495,2021-03-08,east,pink morsel
4091,pink morsel,$5.00,479,2021-03-08,west,pink morsel
4116,pink morsel,$5.00,476,2021-03-09,north,pink morsel
4117,pink morsel,$5.00,400,2021-03-09,south,pink morsel
4118,pink morsel,$5.00,436,2021-03-09,east,pink morsel
4119,pink morsel,$5.00,473,2021-03-09,west,pink morsel
4144,pink morsel,$5.00,476,2021-03-10,north,pink morsel
4145,pink morsel,$5.00,464,2021-03-10,south,pink morsel
4146,pink morsel,$5.00,401,2021-03-10,east,pink morsel
4147,pink morsel,$5.00,454,2021-03-10,west,pink morsel
4172,pink morsel,$5.00,401,2021-03-11,north,pink morsel
4173,pink morsel,$5.00,482,2021-03-11,south,pink morsel
4174,pink morsel,$5.00,413,2021-03-11,east,pink morsel
4175,pink morsel,$5.00,434,2021-03-11,west,pink morsel
4200,pink morsel,$5.00,435,2021-03-12,north,pink morsel
4201,pink morsel,$5.00,462,2021-03-12,south,pink morsel
4202,pink morsel,$5.00,498,2021-03-12,east,pink morsel
4203,pink morsel,$5.00,480,2021-03-12,west,pink morsel
4228,pink morsel,$5.00,413,2021-03-13,north,pink morsel
4229,pink morsel,$5.00,433,2021-03-13,south,pink morsel
4230,pink morsel,$5.00,461,2021-03-13,east,pink morsel
4231,pink morsel,$5.00,420,2021-03-13,west,pink morsel
4256,pink morsel,$5.00,449,2021-03-14,north,pink morsel
4257,pink morsel,$5.00,473,2021-03-14,south,pink morsel
4258,pink morsel,$5.00,460,2021-03-14,east,pink morsel
4259,pink morsel,$5.00,468,2021-03-14,west,pink morsel
4284,pink morsel,$5.00,466,2021-03-15,north,pink morsel
4285,pink morsel,$5.00,489,2021-03-15,south,pink morsel
4286,pink morsel,$5.00,478,2021-03-15,east,pink morsel
4287,pink morsel,$5.00,442,2021-03-15,west,pink morsel
4312,pink morsel,$5.00,473,2021-03-16,north,pink morsel
4313,pink morsel,$5.00,500,2021-03-16,south,pink morsel
4314,pink morsel,$5.00,447,2021-03-16,east,pink morsel
4315,pink morsel,$5.00,496,2021-03-16,west,pink morsel
4340,pink morsel,$5.00,413,2021-03-17,north,pink morsel
4341,pink morsel,$5.00,465,2021-03-17,south,pink morsel
4342,pink morsel,$5.00,496,2021-03-17,east,pink morsel
4343,pink morsel,$5.00,453,2021-03-17,west,pink morsel
4368,pink morsel,$5.00,488,2021-03-18,north,pink morsel
4369,pink morsel,$5.00,404,2021-03-18,south,pink morsel
4370,pink morsel,$5.00,423,2021-03-18,east,pink morsel
4371,pink morsel,$5.00,415,2021-03-18,west,pink morsel
4396,pink morsel,$5.00,407,2021-03-19,north,pink morsel
4397,pink morsel,$5.00,499,2021-03-19,south,pink morsel
4398,pink morsel,$5.00,468,2021-03-19,east,pink morsel
4399,pink morsel,$5.00,444,2021-03-19,west,pink morsel
4424,pink morsel,$5.00,476,2021-03-20,north,pink morsel
4425,pink morsel,$5.00,472,2021-03-20,south,pink morsel
4426,pink morsel,$5.00,465,2021-03-20,east,pink morsel
4427,pink morsel,$5.00,468,2021-03-20,west,pink morsel
4452,pink morsel,$5.00,460,2021-03-21,north,pink morsel
4453,pink morsel,$5.00,406,2021-03-21,south,pink morsel
4454,pink morsel,$5.00,422,2021-03-21,east,pink morsel
4455,pink morsel,$5.00,498,2021-03-21,west,pink morsel
4480,pink morsel,$5.00,484,2021-03-22,north,pink morsel
4481,pink morsel,$5.00,406,2021-03-22,south,pink morsel
4482,pink morsel,$5.00,490,2021-03-22,east,pink morsel
4483,pink morsel,$5.00,463,2021-03-22,west,pink morsel
4508,pink morsel,$5.00,494,2021-03-23,north,pink morsel
4509,pink morsel,$5.00,448,2021-03-23,south,pink morsel
4510,pink morsel,$5.00,431,2021-03-23,east,pink morsel
4511,pink morsel,$5.00,401,2021-03-23,west,pink morsel
4536,pink morsel,$5.00,401,2021-03-24,north,pink morsel
4537,pink morsel,$5.00,415,2021-03-24,south,pink morsel
4538,pink morsel,$5.00,416,2021-03-24,east,pink morsel
4539,pink morsel,$5.00,479,2021-03-24,west,pink morsel
4564,pink morsel,$5.00,487,2021-03-25,north,pink morsel
4565,pink morsel,$5.00,411,2021-03-25,south,pink morsel
4566,pink morsel,$5.00,426,2021-03-25,east,pink morsel
4567,pink morsel,$5.00,473,2021-03-25,west,pink morsel
4592,pink morsel,$5.00,464,2021-03-26,north,pink morsel
4593,pink morsel,$5.00,465,2021-03-26,south,pink morsel
4594,pink morsel,$5.00,442,2021-03-26,east,pink morsel
4595,pink morsel,$5.00,445,2021-03-26,west,pink morsel
4620,pink morsel,$5.00,493,2021-03-27,north,pink morsel
4621,pink morsel,$5.00,435,2021-03-27,south,pink morsel
4622,pink morsel,$5.00,429,2021-03-27,east,pink morsel
4623,pink morsel,$5.00,417,2021-03-27,west,pink morsel
4648,pink morsel,$5.00,462,2021-03-28,north,pink morsel
4649,pink morsel,$5.00,414,2021-03-28,south,pink morsel
4650,pink morsel,$5.00,471,2021-03-28,east,pink morsel
4651,pink morsel,$5.00,482,2021-03-28,west,pink morsel
4676,pink morsel,$5.00,495,2021-03-29,north,pink morsel
4677,pink morsel,$5.00,401,2021-03-29,south,pink morsel
4678,pink morsel,$5.00,405,2021-03-29,east,pink morsel
4679,pink morsel,$5.00,453,2021-03-29,west,pink morsel
4704,pink morsel,$5.00,418,2021-03-30,north,pink morsel
4705,pink morsel,$5.00,478,2021-03-30,south,pink morsel
4706,pink morsel,$5.00,482,2021-03-30,east,pink morsel
4707,pink morsel,$5.00,407,2021-03-30,west,pink morsel
4732,pink morsel,$5.00,495,2021-03-31,north,pink morsel
4733,pink morsel,$5.00,427,2021-03-31,south,pink morsel
4734,pink morsel,$5.00,488,2021-03-31,east,pink morsel
4735,pink morsel,$5.00,421,2021-03-31,west,pink morsel
4760,pink morsel,$5.00,481,2021-04-01,north,pink morsel
4761,pink morsel,$5.00,400,2021-04-01,south,pink morsel
4762,pink morsel,$5.00,496,2021-04-01,east,pink morsel
4763,pink morsel,$5.00,499,2021-04-01,west,pink morsel
4788,pink morsel,$5.00,452,2021-04-02,north,pink morsel
4789,pink morsel,$5.00,420,2021-04-02,south,pink morsel
4790,pink morsel,$5.00,496,2021-04-02,east,pink morsel
4791,pink morsel,$5.00,465,2021-04-02,west,pink morsel
4816,pink morsel,$5.00,469,2021-04-03,north,pink morsel
4817,pink morsel,$5.00,401,2021-04-03,south,pink morsel
4818,pink morsel,$5.00,435,2021-04-03,east,pink morsel
4819,pink morsel,$5.00,466,2021-04-03,west,pink morsel
4844,pink morsel,$5.00,496,2021-04-04,north,pink morsel
4845,pink morsel,$5.00,491,2021-04-04,south,pink morsel
4846,pink morsel,$5.00,433,2021-04-04,east,pink morsel
4847,pink morsel,$5.00,471,2021-04-04,west,pink morsel
4872,pink morsel,$5.00,454,2021-04-05,north,pink morsel
4873,pink morsel,$5.00,483,2021-04-05,south,pink morsel
4874,pink morsel,$5.00,430,2021-04-05,east,pink morsel
4875,pink morsel,$5.00,443,2021-04-05,west,pink morsel
4900,pink morsel,$5.00,488,2021-04-06,north,pink morsel
4901,pink morsel,$5.00,487,2021-04-06,south,pink morsel
4902,pink morsel,$5.00,451,2021-04-06,east,pink morsel
4903,pink morsel,$5.00,452,2021-04-06,west,pink morsel
4928,pink morsel,$5.00,404,2021-04-07,north,pink morsel
4929,pink morsel,$5.00,425,2021-04-07,south,pink morsel
4930,pink morsel,$5.00,424,2021-04-07,east,pink morsel
4931,pink morsel,$5.00,414,2021-04-07,west,pink morsel
4956,pink morsel,$5.00,427,2021-04-08,north,pink morsel
4957,pink morsel,$5.00,410,2021-04-08,south,pink morsel
4958,pink morsel,$5.00,480,2021-04-08,east,pink morsel
4959,pink morsel,$5.00,408,2021-04-08,west,pink morsel
4984,pink morsel,$5.00,453,2021-04-09,north,pink morsel
4985,pink morsel,$5.00,468,2021-04-09,south,pink morsel
4986,pink morsel,$5.00,449,2021-04-09,east,pink morsel
4987,pink morsel,$5.00,490,2021-04-09,west,pink morsel
5012,pink morsel,$5.00,477,2021-04-10,north,pink morsel
5013,pink morsel,$5.00,451,2021-04-10,south,pink morsel
5014,pink morsel,$5.00,413,2021-04-10,east,pink morsel
5015,pink morsel,$5.00,459,2021-04-10,west,pink morsel
5040,pink morsel,$5.00,483,2021-04-11,north,pink morsel
5041,pink morsel,$5.00,471,2021-04-11,south,pink morsel
5042,pink morsel,$5.00,485,2021-04-11,east,pink morsel
5043,pink morsel,$5.00,430,2021-04-11,west,pink morsel
5068,pink morsel,$5.00,457,2021-04-12,north,pink morsel
5069,pink morsel,$5.00,463,2021-04-12,south,pink morsel
5070,pink morsel,$5.00,416,2021-04-12,east,pink morsel
5071,pink morsel,$5.00,461,2021-04-12,west,pink morsel
5096,pink morsel,$5.00,423,2021-04-13,north,pink morsel
5097,pink morsel,$5.00,476,2021-04-13,south,pink morsel
5098,pink morsel,$5.00,439,2021-04-13,east,pink morsel
5099,pink morsel,$5.00,465,2021-04-13,west,pink morsel
5124,pink morsel,$5.00,409,2021-04-14,north,pink morsel
5125,pink morsel,$5.00,474,2021-04-14,south,pink morsel
5126,pink morsel,$5.00,497,2021-04-14,east,pink morsel
5127,pink morsel,$5.00,417,2021-04-14,west,pink morsel
5152,pink morsel,$5.00,437,2021-04-15,north,pink morsel
5153,pink morsel,$5.00,455,2021-04-15,south,pink morsel
5154,pink morsel,$5.00,410,2021-04-15,east,pink morsel
5155,pink morsel,$5.00,464,2021-04-15,west,pink morsel
5180,pink morsel,$5.00,467,2021-04-16,north,pink morsel
5181,pink morsel,$5.00,483,2021-04-16,south,pink morsel
5182,pink morsel,$5.00,423,2021-04-16,east,pink morsel
5183,pink morsel,$5.00,476,2021-04-16,west,pink morsel
5208,pink morsel,$5.00,475,2021-04-17,north,pink morsel
5209,pink morsel,$5.00,450,2021-04-17,south,pink morsel
5210,pink morsel,$5.00,483,2021-04-17,east,pink morsel
5211,pink morsel,$5.00,479,2021-04-17,west,pink morsel
5236,pink morsel,$5.00,401,2021-04-18,north,pink morsel
5237,pink morsel,$5.00,443,2021-04-18,south,pink morsel
5238,pink morsel,$5.00,481,2021-04-18,east,pink morsel
5239,pink morsel,$5.00,453,2021-04-18,west,pink morsel
5264,pink morsel,$5.00,432,2021-04-19,north,pink morsel
5265,pink morsel,$5.00,423,2021-04-19,south,pink morsel
5266,pink morsel,$5.00,435,2021-04-19,east,pink morsel
5267,pink morsel,$5.00,484,2021-04-19,west,pink morsel
5292,pink morsel,$5.00,458,2021-04-20,north,pink morsel
5293,pink morsel,$5.00,423,2021-04-20,south,pink morsel
5294,pink morsel,$5.00,422,2021-04-20,east,pink morsel
5295,pink morsel,$5.00,479,2021-04-20,west,pink morsel
5320,pink morsel,$5.00,480,2021-04-21,north,pink morsel
5321,pink morsel,$5.00,439,2021-04-21,south,pink morsel
5322,pink morsel,$5.00,419,2021-04-21,east,pink morsel
5323,pink morsel,$5.00,466,2021-04-21,west,pink morsel
5348,pink morsel,$5.00,447,2021-04-22,north,pink morsel
5349,pink morsel,$5.00,439,2021-04-22,south,pink morsel
5350,pink morsel,$5.00,496,2021-04-22,east,pink morsel
5351,pink morsel,$5.00,454,2021-04-22,west,pink morsel
5376,pink morsel,$5.00,456,2021-04-23,north,pink morsel
5377,pink morsel,$5.00,413,2021-04-23,south,pink morsel
5378,pink morsel,$5.00,413,2021-04-23,east,pink morsel
5379,pink morsel,$5.00,452,2021-04-23,west,pink morsel
5404,pink morsel,$5.00,488,2021-04-24,north,pink morsel
5405,pink morsel,$5.00,426,2021-04-24,south,pink morsel
5406,pink morsel,$5.00,469,2021-04-24,east,pink morsel
5407,pink morsel,$5.00,404,2021-04-24,west,pink morsel
5432,pink morsel,$5.00,455,2021-04-25,north,pink morsel
5433,pink morsel,$5.00,475,2021-04-25,south,pink morsel
5434,pink morsel,$5.00,468,2021-04-25,east,pink morsel
5435,pink morsel,$5.00,460,2021-04-25,west,pink morsel
5460,pink morsel,$5.00,452,2021-04-26,north,pink morsel
5461,pink morsel,$5.00,459,2021-04-26,south,pink morsel
5462,pink morsel,$5.00,459,2021-04-26,east,pink morsel
5463,pink morsel,$5.00,423,2021-04-26,west,pink morsel
5488,pink morsel,$5.00,419,2021-04-27,north,pink morsel
5489,pink morsel,$5.00,402,2021-04-27,south,pink morsel
5490,pink morsel,$5.00,449,2021-04-27,east,pink morsel
5491,pink morsel,$5.00,449,2021-04-27,west,pink morsel
5516,pink morsel,$5.00,477,2021-04-28,north,pink morsel
5517,pink morsel,$5.00,446,2021-04-28,south,pink morsel
5518,pink morsel,$5.00,457,2021-04-28,east,pink morsel
5519,pink morsel,$5.00,423,2021-04-28,west,pink morsel
5544,pink morsel,$5.00,430,2021-04-29,north,pink morsel
5545,pink morsel,$5.00,413,2021-04-29,south,pink morsel
5546,pink morsel,$5.00,422,2021-04-29,east,pink morsel
5547,pink morsel,$5.00,435,2021-04-29,west,pink morsel
5572,pink morsel,$5.00,464,2021-04-30,north,pink morsel
5573,pink morsel,$5.00,487,2021-04-30,south,pink morsel
5574,pink morsel,$5.00,410,2021-04-30,east,pink morsel
5575,pink morsel,$5.00,433,2021-04-30,west,pink morsel
5600,pink morsel,$5.00,492,2021-05-01,north,pink morsel
5601,pink morsel,$5.00,433,2021-05-01,south,pink morsel
5602,pink morsel,$5.00,422,2021-05-01,east,pink morsel
5603,pink morsel,$5.00,464,2021-05-01,west,pink morsel
5628,pink morsel,$5.00,461,2021-05-02,north,pink morsel
5629,pink morsel,$5.00,429,2021-05-02,south,pink morsel
5630,pink morsel,$5.00,492,2021-05-02,east,pink morsel
5631,pink morsel,$5.00,452,2021-05-02,west,pink morsel
5656,pink morsel,$5.00,471,2021-05-03,north,pink morsel
5657,pink morsel,$5.00,414,2021-05-03,south,pink morsel
5658,pink morsel,$5.00,491,2021-05-03,east,pink morsel
5659,pink morsel,$5.00,418,2021-05-03,west,pink morsel
5684,pink morsel,$5.00,454,2021-05-04,north,pink morsel
5685,pink morsel,$5.00,485,2021-05-04,south,pink morsel
5686,pink morsel,$5.00,483,2021-05-04,east,pink morsel
5687,pink morsel,$5.00,413,2021-05-04,west,pink morsel
5712,pink morsel,$5.00,463,2021-05-05,north,pink morsel
5713,pink morsel,$5.00,424,2021-05-05,south,pink morsel
5714,pink morsel,$5.00,466,2021-05-05,east,pink morsel
5715,pink morsel,$5.00,459,2021-05-05,west,pink morsel
5740,pink morsel,$5.00,424,2021-05-06,north,pink morsel
5741,pink morsel,$5.00,410,2021-05-06,south,pink morsel
5742,pink morsel,$5.00,428,2021-05-06,east,pink morsel
5743,pink morsel,$5.00,446,2021-05-06,west,pink morsel
5768,pink morsel,$5.00,418,2021-05-07,north,pink morsel
5769,pink morsel,$5.00,467,2021-05-07,south,pink morsel
5770,pink morsel,$5.00,425,2021-05-07,east,pink morsel
5771,pink morsel,$5.00,476,2021-05-07,west,pink morsel
5796,pink morsel,$5.00,418,2021-05-08,north,pink morsel
5797,pink morsel,$5.00,498,2021-05-08,south,pink morsel
5798,pink morsel,$5.00,440,2021-05-08,east,pink morsel
5799,pink morsel,$5.00,409,2021-05-08,west,pink morsel
5824,pink morsel,$5.00,428,2021-05-09,north,pink morsel
5825,pink morsel,$5.00,423,2021-05-09,south,pink morsel
5826,pink morsel,$5.00,409,2021-05-09,east,pink morsel
5827,pink morsel,$5.00,477,2021-05-09,west,pink morsel
5852,pink morsel,$5.00,450,2021-05-10,north,pink morsel
5853,pink morsel,$5.00,465,2021-05-10,south,pink morsel
5854,pink morsel,$5.00,465,2021-05-10,east,pink morsel
5855,pink morsel,$5.00,480,2021-05-10,west,pink morsel
5880,pink morsel,$5.00,424,2021-05-11,north,pink morsel
5881,pink morsel,$5.00,433,2021-05-11,south,pink morsel
5882,pink morsel,$5.00,435,2021-05-11,east,pink morsel
5883,pink morsel,$5.00,438,2021-05-11,west,pink morsel
5908,pink morsel,$5.00,431,2021-05-12,north,pink morsel
5909,pink morsel,$5.00,465,2021-05-12,south,pink morsel
5910,pink morsel,$5.00,405,2021-05-12,east,pink morsel
5911,pink morsel,$5.00,491,2021-05-12,west,pink morsel
5936,pink morsel,$5.00,466,2021-05-13,north,pink morsel
5937,pink morsel,$5.00,442,2021-05-13,south,pink morsel
5938,pink morsel,$5.00,402,2021-05-13,east,pink morsel
5939,pink morsel,$5.00,464,2021-05-13,west,pink morsel
5964,pink morsel,$5.00,427,2021-05-14,north,pink morsel
5965,pink morsel,$5.00,500,2021-05-14,south,pink morsel
5966,pink morsel,$5.00,428,2021-05-14,east,pink morsel
5967,pink morsel,$5.00,438,2021-05-14,west,pink morsel
5992,pink morsel,$5.00,448,2021-05-15,north,pink morsel
5993,pink morsel,$5.00,436,2021-05-15,south,pink morsel
5994,pink morsel,$5.00,404,2021-05-15,east,pink morsel
5995,pink morsel,$5.00,478,2021-05-15,west,pink morsel
6020,pink morsel,$5.00,475,2021-05-16,north,pink morsel
6021,pink morsel,$5.00,410,2021-05-16,south,pink morsel
6022,pink morsel,$5.00,416,2021-05-16,east,pink morsel
6023,pink morsel,$5.00,411,2021-05-16,west,pink morsel
6048,pink morsel,$5.00,404,2021-05-17,north,pink morsel
6049,pink morsel,$5.00,494,2021-05-17,south,pink morsel
6050,pink morsel,$5.00,444,2021-05-17,east,pink morsel
6051,pink morsel,$5.00,451,2021-05-17,west,pink morsel
6076,pink morsel,$5.00,437,2021-05-18,north,pink morsel
6077,pink morsel,$5.00,491,2021-05-18,south,pink morsel
6078,pink morsel,$5.00,454,2021-05-18,east,pink morsel
6079,pink morsel,$5.00,483,2021-05-18,west,pink morsel
6104,pink morsel,$5.00,480,2021-05-19,north,pink morsel
6105,pink morsel,$5.00,460,2021-05-19,south,pink morsel
6106,pink morsel,$5.00,435,2021-05-19,east,pink morsel
6107,pink morsel,$5.00,404,2021-05-19,west,pink morsel
6132,pink morsel,$5.00,439,2021-05-20,north,pink morsel
6133,pink morsel,$5.00,410,2021-05-20,south,pink morsel
6134,pink morsel,$5.00,411,2021-05-20,east,pink morsel
6135,pink morsel,$5.00,460,2021-05-20,west,pink morsel
6160,pink morsel,$5.00,496,2021-05-21,north,pink morsel
6161,pink morsel,$5.00,448,2021-05-21,south,pink morsel
6162,pink morsel,$5.00,405,2021-05-21,east,pink morsel
6163,pink morsel,$5.00,496,2021-05-21,west,pink morsel
6188,pink morsel,$5.00,486,2021-05-22,north,pink morsel
6189,pink morsel,$5.00,420,2021-05-22,south,pink morsel
6190,pink morsel,$5.00,484,2021-05-22,east,pink morsel
6191,pink morsel,$5.00,482,2021-05-22,west,pink morsel
6216,pink morsel,$5.00,431,2021-05-23,north,pink morsel
6217,pink morsel,$5.00,469,2021-05-23,south,pink morsel
6218,pink morsel,$5.00,409,2021-05-23,east,pink morsel
6219,pink morsel,$5.00,448,2021-05-23,west,pink morsel
6244,pink morsel,$5.00,478,2021-05-24,north,pink morsel
6245,pink morsel,$5.00,442,2021-05-24,south,pink morsel
6246,pink morsel,$5.00,421,2021-05-24,east,pink morsel
6247,pink morsel,$5.00,415,2021-05-24,west,pink morsel
6272,pink morsel,$5.00,404,2021-05-25,north,pink morsel
6273,pink morsel,$5.00,421,2021-05-25,south,pink morsel
6274,pink morsel,$5.00,459,2021-05-25,east,pink morsel
6275,pink morsel,$5.00,401,2021-05-25,west,pink morsel
6300,pink morsel,$5.00,495,2021-05-26,north,pink morsel
6301,pink morsel,$5.00,442,2021-05-26,south,pink morsel
6302,pink morsel,$5.00,408,2021-05-26,east,pink morsel
6303,pink morsel,$5.00,417,2021-05-26,west,pink morsel
6328,pink morsel,$5.00,416,2021-05-27,north,pink morsel
6329,pink morsel,$5.00,452,2021-05-27,south,pink morsel
